trialnr	image	imgtime
0	domino01.jpg	6518.144000088796
1	domino02.jpg	7077.232799958438
2	domino03.jpg	62981.644599931315
3	domino04.jpg	44611.46919999737
4	domino05.jpg	30224.580999929458
5	domino06.jpg	16492.450000019744
6	kohs01.jpg	30545.276000048034
7	kohs02.jpg	8860.545999952592
8	kohs03.jpg	7259.038600022905
9	kohs04.jpg	27790.462099947035
10	kohs05.jpg	29418.706799973734
