trialnr	image	imgtime
0	domino01.jpg	6900.297100000898
1	domino02.jpg	2966.898200000287
2	domino03.jpg	13700.019600000815
3	domino04.jpg	16816.66659998882
4	domino05.jpg	30199.998299998697
5	domino06.jpg	41199.881799999275
6	kohs01.jpg	4950.265099992976
7	kohs02.jpg	1916.7280999972718
8	kohs03.jpg	2865.913899993757
9	kohs04.jpg	7049.984700002824
10	kohs05.jpg	5533.215899995412
