trialnr	image	imgtime
0	domino01.jpg	10183.685699999842
1	domino02.jpg	12466.872900000453
2	domino03.jpg	26099.647600000055
3	domino04.jpg	39150.27890000056
4	domino05.jpg	35550.40569999983
5	domino06.jpg	30266.910199999984
6	kohs01.jpg	6316.9830000005895
7	kohs02.jpg	12500.21329999977
8	kohs03.jpg	11933.658500000078
9	kohs04.jpg	11266.958799998974
10	kohs05.jpg	41050.061299998546
