trialnr	image	imgtime
0	domino01.jpg	10966.925199999881
1	domino02.jpg	8066.758700000268
2	domino03.jpg	191299.80719999954
3	domino04.jpg	12117.347800000047
4	domino05.jpg	143400.0756000005
5	domino06.jpg	125966.00540000055
6	kohs01.jpg	29716.564100000192
7	kohs02.jpg	17400.30819999997
8	kohs03.jpg	6800.40449999983
9	kohs04.jpg	39949.99699999974
10	kohs05.jpg	32733.222500000033
