trialnr	image	imgtime
0	domino01.jpg	18366.88419999973
1	domino02.jpg	10882.519100000543
2	domino03.jpg	96366.59200000032
3	domino04.jpg	52133.4242999992
4	domino05.jpg	125550.18849999947
5	domino06.jpg	190083.3486000002
6	kohs01.jpg	95333.29839999985
7	kohs02.jpg	20233.673799999524
8	kohs03.jpg	16400.0088000003
9	kohs04.jpg	52399.71090000018
10	kohs05.jpg	27266.922799999476
