trialnr	image	imgtime
0	domino01.jpg	36117.26180000005
1	domino02.jpg	13599.761699999362
2	domino03.jpg	73649.79149999999
3	domino04.jpg	122333.04760000101
4	domino05.jpg	90800.24029999913
5	domino06.jpg	76750.09359999967
6	kohs01.jpg	25250.2243999989
7	kohs02.jpg	31883.06569999992
8	kohs03.jpg	7183.337499998743
9	kohs04.jpg	52016.507000000216
10	kohs05.jpg	72166.77999999956
