trialnr	image	imgtime
0	domino01.jpg	9966.119999999588
1	domino02.jpg	7650.106399999902
2	domino03.jpg	23216.693500000023
3	domino04.jpg	17516.935299999663
4	domino05.jpg	33198.84140000024
5	domino06.jpg	24700.00940000001
6	kohs01.jpg	18700.233600000065
7	kohs02.jpg	20633.359499999642
8	kohs03.jpg	7083.333999999944
9	kohs04.jpg	41333.51159999982
10	kohs05.jpg	51133.08090000006
