trialnr	image	imgtime
0	domino01.jpg	17066.655599992373
1	domino02.jpg	8816.612199996598
2	domino03.jpg	126299.68660000304
3	domino04.jpg	38966.82669999427
4	domino05.jpg	170000.19070001144
5	domino06.jpg	84516.83860000048
6	kohs01.jpg	70783.54590000527
7	kohs02.jpg	33183.20620000304
8	kohs03.jpg	29533.68729999056
9	kohs04.jpg	98249.70040000335
10	kohs05.jpg	79450.23069999297
