trialnr	image	imgtime
0	domino01.jpg	9150.611299999582
1	domino02.jpg	8816.938699999824
2	domino03.jpg	42483.5884000004
3	domino04.jpg	31666.38750000036
4	domino05.jpg	63965.775200000266
5	domino06.jpg	59683.22659999918
6	kohs01.jpg	4700.365999999165
7	kohs02.jpg	8016.284500000416
8	kohs03.jpg	4899.483899999701
9	kohs04.jpg	9600.39369999955
10	kohs05.jpg	41200.54639999941
