trialnr	image	imgtime
0	domino01.jpg	17233.904900000198
1	domino02.jpg	20300.034900001265
2	domino03.jpg	60866.69679999977
3	domino04.jpg	17200.446699998778
4	domino05.jpg	55800.455999999045
5	domino06.jpg	64833.25379999954
6	kohs01.jpg	10117.204100000905
7	kohs02.jpg	27766.550899999915
8	kohs03.jpg	16516.518200000108
9	kohs04.jpg	31600.518900000665
10	kohs05.jpg	38100.37730000116
