trialnr	image	imgtime
0	domino01.jpg	33949.791699998954
1	domino02.jpg	13150.913100000238
2	domino03.jpg	38616.850700000185
3	domino04.jpg	79883.64590000128
4	domino05.jpg	195182.5817000008
5	domino06.jpg	57966.62859999918
6	kohs01.jpg	20433.527999999584
7	kohs02.jpg	22700.098399998737
8	kohs03.jpg	21299.667599998415
9	kohs04.jpg	18500.314000000828
10	kohs05.jpg	77216.25209999911
