trialnr	image	imgtime
0	domino01.jpg	11450.386800002889
1	domino02.jpg	9283.130199997686
2	domino03.jpg	107217.19369999482
3	domino04.jpg	31500.32310000097
4	domino05.jpg	175483.68390000542
5	domino06.jpg	137786.52940000757
6	kohs01.jpg	65733.58369999914
7	kohs02.jpg	11649.745400005486
8	kohs03.jpg	7299.366899998859
9	kohs04.jpg	35083.57790000446
10	kohs05.jpg	90900.04539999063
