trialnr	image	imgtime
0	domino01.jpg	24900.263399991672
1	domino02.jpg	7850.4312000004575
2	domino03.jpg	100083.1041999918
3	domino04.jpg	45450.1600000076
4	domino05.jpg	36783.89489999972
5	domino06.jpg	14150.169899992761
6	kohs01.jpg	4700.275799987139
7	kohs02.jpg	5583.50629999768
8	kohs03.jpg	5666.935299988836
9	kohs04.jpg	5249.803200000315
10	kohs05.jpg	14099.880900001153
