trialnr	image	imgtime
0	domino01.jpg	8083.561499999632
1	domino02.jpg	12183.325099998896
2	domino03.jpg	108783.66869999986
3	domino04.jpg	16300.226800000004
4	domino05.jpg	69581.90459999966
5	domino06.jpg	132116.49799999938
6	kohs01.jpg	5366.971999999776
7	kohs02.jpg	19583.44620000024
8	kohs03.jpg	4600.287399998691
9	kohs04.jpg	36033.59230000031
10	kohs05.jpg	37583.353500000085
