trialnr	image	imgtime
0	domino01.jpg	5383.534500026144
1	domino02.jpg	8633.64840002032
2	domino03.jpg	25966.683600039687
3	domino04.jpg	13950.925899960566
4	domino05.jpg	16033.701000036672
5	domino06.jpg	14816.42320001265
6	kohs01.jpg	6400.1694999751635
7	kohs02.jpg	12150.265200005379
8	kohs03.jpg	3216.9080000021495
9	kohs04.jpg	8666.970799968112
10	kohs05.jpg	13799.988400016446
