trialnr	image	imgtime
0	domino01.jpg	9783.744499960449
1	domino02.jpg	11349.538300011773
2	domino03.jpg	61183.47650003852
3	domino04.jpg	8633.441700018011
4	domino05.jpg	51033.4884999902
5	domino06.jpg	38533.626799995545
6	kohs01.jpg	9833.905899955425
7	kohs02.jpg	12717.036199988797
8	kohs03.jpg	7033.510299981572
9	kohs04.jpg	22633.429499983322
10	kohs05.jpg	28983.3683000179
