trialnr	image	imgtime
0	domino01.jpg	20793.178762433396	option C
1	domino02.jpg	16130.254656573918	option C
2	domino03.jpg	23531.750529013603	option A
3	domino04.jpg	145876.5064245081	option A
4	domino05.jpg	84904.92736615805	option D
5	domino06.jpg	127120.03369609424	option B
6	figuras01.jpg	13581.404664490023	option B
7	figuras02.jpg	25542.12346748181	option D
8	figuras03.jpg	22577.981809892226	option D
9	figuras04.jpg	10683.77118391567	option A
10	kohs01.jpg	95534.25270025397	option A
11	kohs02.jpg	98451.79282896651	option D
12	kohs03.jpg	19918.74995812669	option A
13	kohs04.jpg	193116.8929352098	option D
14	kohs05.jpg	71486.9653310352	option B
