trialnr	image	imgtime
0	domino01.jpg	12483.516800100915
1	domino02.jpg	10033.648999989964
2	domino03.jpg	57266.61699998658
3	domino04.jpg	37417.067900067195
4	domino05.jpg	92667.05349995755
5	domino06.jpg	50300.14680000022
6	kohs01.jpg	30500.291999895126
7	kohs02.jpg	34533.96080003586
8	kohs03.jpg	8350.211600074545
9	kohs04.jpg	13350.339700002223
10	kohs05.jpg	42017.11589994375
